	name_x	id	name_y	Ruminococcus_sp_5_1_39BFAA	name_x	Streptococcus_parasanguinis	name_y	Lactobacillus_salivarius	name_x	Prevotella_copri	name_y	Roseburia_inulinivorans	name_x	Bifidobacterium_pseudolongum	name_y	Clostridium_sp_SS2_1	name_x	Bacteroides_uniformis	name_y	Fusobacterium_mortiferum	name_x	Megasphaera_elsdenii	name_y	Clostridium_bartlettii	name_x	Parabacteroides_johnsonii	name_y	Haemophilus_parainfluenzae	name_x	Dialister_succinatiphilus	name_y	Catenibacterium_mitsuokai	name_x	Staphylococcus_warneri	name_y	Bifidobacterium_breve	name_x	Enterobacter_aerogenes	name_y	Enterococcus_faecalis	name_x	Roseburia_intestinalis	name_y	Bifidobacterium_adolescentis	name_x	Ruminococcus_bromii	name_y	Bifidobacterium_longum	name_x	Streptococcus_vestibularis	name_y	Clostridium_paraputrificum	name_x	Bifidobacterium_pseudocatenulatum	name_y	Succinivibrio_dextrinosolvens	name_x	Bacteroides_intestinalis	name_y	Faecalibacterium_prausnitzii	name_x	Weissella_cibaria	name_y	Lactobacillus_rhamnosus	name_x	Bacteroides_caccae	name_y	Veillonella_dispar	name_x	Dorea_formicigenerans	name_y	Lactobacillus_mucosae	name_x	Lactobacillus_ruminis	name_y	Bifidobacterium_bifidum	name_x	Bacteroides_stercoris	name_y	Parabacteroides_distasonis	name_x	Bacteroides_ovatus	name_y	Eubacterium_eligens	name_x	Collinsella_aerofaciens	name_y	Streptococcus_thermophilus	name_x	Bacteroides_thetaiotaomicron	name_y	Veillonella_atypica	name_x	Faecalibacterium_cf	name_y	Bacteroides_fragilis	name_x	Bacteroides_vulgatus	name_y	Escherichia_coli	name_x	Eubacterium_rectale	name_y	Ruminococcus_torques	name_x	Clostridium_ramosum	name_y	Ruminococcus_obeum	name_x	Ruminococcus_lactaris	name_y	Subdoligranulum_variabile	name_x	Dorea_longicatena	name_y	Eubacterium_biforme	name	Ruminococcus_gnavus
10		cpd00060[c0]	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.11349826883634	L	-0.127801422590767	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.11349826883634	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.127801422590767	L	-0.127801422590767	L	-0.127801422590767	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634	L	-0.11349826883634
11		cpd00035[c0]	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.267560900902997	L	-0.427934380173264	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.267560900902997	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.427934380173264	L	-0.427934380173264	L	-0.427934380173264	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997	L	-0.267560900902997
12		cpd00009[c0]	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	39.9969035331481	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053	Phosphate	41.2490603414053
13		cpd00006[c0]	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00309646685192537	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043	NADP	-0.00793965859468043
14		cpd00016[c0]	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00309646685192537	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043	Pyridoxal	-0.00793965859468043
15		cpd00156[c0]	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.307715523090583	L	-0.352233189091625	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.307715523090583	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.352233189091625	L	-0.352233189091625	L	-0.352233189091625	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583	L	-0.307715523090583
16		cpd00254[c0]	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00309646685192537	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043	Mg	-0.00793965859468043
17		cpd15500[c0]	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00309646685192537	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043	Menaquinone	-0.00793965859468043
18		cpd00038[c0]	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.135406821203723	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249	GTP	-0.0424026391792249
19		cpd11493[c0]	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00309646685192537	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043	ACP	-0.00793965859468043
20		cpd00003[c0]	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00309646685192537	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043	NAD	-0.00793965859468043
21		cpd00220[c0]	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00309646685192537	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043	Riboflavin	-0.00793965859468043
22		cpd00023[c0]	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.261005044219309	L	-0.219088153012743	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.261005044219309	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.219088153012743	L	-0.219088153012743	L	-0.219088153012743	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309	L	-0.261005044219309
23		cpd00041[c0]	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.14832625746843	L	-0.200830806928348	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.14832625746843	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.200830806928348	L	-0.200830806928348	L	-0.200830806928348	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843	L	-0.14832625746843
24		cpd00054[c0]	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.216753011604418	L	-0.179456352975885	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.216753011604418	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.179456352975885	L	-0.179456352975885	L	-0.179456352975885	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418	L	-0.216753011604418
25		cpd00557[c0]	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00309646685192537	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043	Siroheme	-0.00793965859468043
